account_number,transaction_datetime,transaction_amount,post_date,merchant_number,merchant_description,merchant_category_code,transaction_number
33717,03122021 22:51:16,57.94,3152021,4.26E+11,TAKE 2 DELI            TOLEDO        CA,5812,70
20759,03272021 09:45:54,7.37,3292021,4.33E+11,JERSEY MIKES 15017 QPS DALLAS        NM,5814,70
25770,04042021 14:34:59,177.62,4062021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,70
31094,02122021 11:38:01,4.19,2152021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,71
37466,02112021 17:57:21,52.27,2122021,4.45E+12,WHOLEFDS MTH#10645     HOUSTON       OH,5411,71
38829,02252021 11:41:58,14,2272021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,71
28226,04052021 16:56:58,0.99,4062021,3.37E+14,APPLE.COM/BILL         866-712-7753  PA,5735,71
37226,03232021 11:23:41,8.06,3252021,6.80E+14,AJ'S #173              SCOTTSDALE    NY,5411,71
33717,03132021 09:17:18,50.83,3152021,2.43E+14,SQ *LOCAL ROOTS JUICE  Perrysburg    CA,5812,71
20759,03272021 09:57:09,6.48,3292021,4.69E+14,CENTRAL MARKET #747    DALLAS        NM,5411,71
25770,04042021 17:46:03,49.28,4062021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,71
31094,02122021 17:20:56,24.03,2152021,4.45E+12,TST* GEORGIA JAMES     HOUSTON       NJ,5812,72
37466,02122021 07:31:29,4.77,2132021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,72
38829,02262021 09:59:08,199.6,2272021,2.34E+14,SPRINT WIRELESS        800-639-6111  OH,4814,72
28226,04052021 18:24:41,15,4062021,2.43E+14,SQ *LOS TACOS          Houston       PA,5814,72
37226,03252021 08:59:15,5.57,3272021,57441389004,SHELL OIL 574413890QPS SCOTTSDALE    NY,5541,72
33717,03132021 10:57:21,6.79,3152021,4.45E+12,JIMMY JOHNS - 2589     FINDLAY       CA,5814,72
20759,03272021 10:36:45,28,3292021,4.45E+12,VINTAGE CAR WASH VINTT DALLAS        NM,7542,72
25770,04052021 08:35:54,26.06,4062021,4.45E+12,WALGREENS #5569        PHOENIX       NJ,5912,72
31094,02132021 13:13:42,15.15,2152021,2.43E+14,SQ *PEARLAND COFFEE RO PEARLAND      NJ,5814,73
37466,02122021 11:38:31,4.19,2152021,8.50E+11,EMPIRE CAFE            HOUSTON       OH,5812,73
38829,02262021 12:35:09,14,3012021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,73
28226,04052021 21:44:29,61.08,4072021,2.99E+13,AT&T   *PAYMENT        800-288-2020  PA,4899,73
37226,03262021 11:57:29,7.32,3272021,3.73E+11,SALAD AND GO #1109     PHOENIX       NY,5814,73
33717,03132021 11:09:17,96.51,3142021,3.34E+11,HARBOR FREIGHT TOOLS 5 MARION       CAUS,5251,73
20759,03272021 16:08:43,82.79,3292021,21652460000,CAFE PACIFIC           DALLAS        NM,5812,73
25770,04052021 09:06:41,12.41,4062021,3.73E+11,SALAD AND GO #1110     CHANDLER      NJ,5814,73
31094,02192021 14:16:10,8.25,2222021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,74
37466,02122021 17:20:39,24.02,2152021,4.45E+12,TST* GEORGIA JAMES     HOUSTON       OH,5812,74
38829,02272021 15:27:57,4.85,3012021,2355702,TIGER EXPRESS          HOUSTON       OH,5499,74
28226,04062021 11:54:32,16.68,4082021,2737425389,PIOLA RESTAURANT       HOUSTON       PA,5812,74
37226,03262021 14:56:22,13.36,3292021,10015715005,SHELL OIL 10015715005  SCOTTSDALE    NY,5541,74
33717,03132021 11:16:04,4.89,3152021,3.72E+11,KFC G135647            MARION        CA,5814,74
20759,03272021 19:36:28,74.79,3292021,8.49E+11,PRINCI ITALIA DALLAS   DALLAS        NM,5812,74
25770,04052021 10:09:24,5,4072021,4.59E+14,SAFEWAY #1980          PHOENIX       NJ,5411,74
31094,02202021 14:25:39,8,2222021,5.35E+14,PEARWOOD SKATE CENTER  PEARLAND      NJ,7996,75
37466,02122021 20:50:16,6.48,2132021,1.60E+14,Prime Video*SJ4123953  888-802-3080  OH,5818,75
38829,02282021 10:28:00,6.93,3012021,9.44E+14,PANDA EXPRESS 1527     HOUSTON       OH,5814,75
28226,04062021 16:16:08,64.33,4072021,5.99E+14,CHEVRON 0381201        HOUSTON       PA,5542,75
37226,03292021 07:45:10,9,3302021,4.96E+11,COBBLESTONE AUTO SPA - SCOTTSDALE    NY,7542,75
33717,03142021 09:10:42,15,3162021,4.35E+11,SMG GCCC PARKING       COLUMBUS      CA,7523,75
20759,03282021 10:18:14,17.41,3302021,8.49E+11,NEUHAUS CAFE           DALLAS        NM,5812,75
25770,04052021 11:12:43,85.4,4062021,7.20E+14,CITY SERVICES BILL EPM 602-262-6251  NJ,4900,75
31094,02222021 11:53:14,23.95,2242021,8.20E+14,MISS SAIGON CAFE       HOUSTON       NJ,5812,76
37466,02132021 11:57:18,6.48,2152021,3.72E+11,AMZN DIGITAL*AV7XD8JT3 888-802-3080  OH,5818,76
38829,03012021 04:20:08,1266.56,3022021,8.01E+12,230 WEST ALABAMA APART 713-5298707   OH,7299,76
28226,04082021 14:24:41,29.11,4092021,1VKWOGBF44BU45L,DOORDASH*DAIRY QUEEN   SAN FRANCISCO PA,5812,76
37226,03292021 09:16:15,3.46,3312021,2.29E+14,AJ'S #064              PHOENIX       NY,5411,76
33717,03142021 14:17:48,82.75,3152021,7.37E+11,#63 DEL MAR            COLUMBUS      CA,5812,76
20759,04052021 16:44:25,104.44,4072021,21652460000,CAFE PACIFIC           DALLAS        NM,5812,76
25770,04052021 11:14:33,131.87,4062021,2.71E+14,CENTURYLINK/SPEEDPAY   800-244-1111  NJ,4814,76
31094,02222021 21:48:32,22.51,2242021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,77
37466,02132021 19:54:32,27.28,2162021,5.35E+14,SPICY GIRL             HOUSTON       OH,5812,77
38829,03012021 10:42:56,1.49,3012021,6.50E+14,COINMACH HOUSTON       HOUSTON       OH,7211,77
28226,12292020 11:59:36,21.56,12302020,2.43E+14,SQ *JUICE EASY         Houston       PA,5814,77
33717,03142021 15:44:29,15,3162021,4.35E+11,SMG GCCC PARKING       COLUMBUS      CA,7523,77
20759,04062021 10:26:50,299.39,4072021,4.45E+12,CVS/PHARMACY #11065    DALLAS        NM,5912,77
25770,04052021 21:17:33,33.57,4062021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,77
31094,02222021 21:49:19,1.35,2242021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,78
37466,02142021 10:57:28,8.85,2152021,2.43E+14,SQ *RETROSPECT COFFEE  Houston       OH,5814,78
38829,03012021 10:42:56,1.49,3012021,6.50E+14,COINMACH HOUSTON       HOUSTON       OH,7211,78
28226,12292020 17:02:58,39.34,12302020,8.79E+14,H-E-B GAS/CARWASH #4   HOUSTON       PA,5542,78
33717,03152021 05:40:51,8.2,3162021,2.43E+14,SQ *NICKEL & BEAN COFF Mansfield     CA,5814,78
20759,04062021 10:29:52,24.99,4072021,4.45E+12,CVS/PHARMACY #11065    DALLAS        NM,5912,78
25770,04072021 10:32:20,12.29,4092021,10909441,NEKTER JUICE BAR 7021  9032934532    NJ,5814,78
31094,02232021 11:12:28,16.05,2252021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,79
37466,02142021 14:14:38,203,2162021,AMERANT BANK,3200 S SHEPHERD DR     HOUSTON        OH,6011,79
38829,03012021 10:42:56,1.49,3012021,6.50E+14,COINMACH HOUSTON       HOUSTON       OH,7211,79
28226,12302020 09:17:34,7,12312020,2.43E+14,SQ *JUICE EASY         Houston       PA,5814,79
33717,03152021 16:11:02,26.17,3162021,1.47E+14,PANERA BREAD #204787 P MANSFIELD     CA,5814,79
20759,04062021 10:37:36,3.78,4072021,4.69E+14,CENTRAL MARKET #747    DALLAS        NM,5411,79
25770,04072021 10:37:21,24.02,4082021,4.91E+14,DUNKIN #348247         PHOENIX       NJ,5814,79
31094,02232021 15:51:03,10.47,2242021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,80
37466,02142021 15:47:50,94.34,2152021,4.45E+12,WHOLEFDS MTH#10645     HOUSTON       OH,5411,80
38829,03012021 10:42:56,1.49,3012021,6.50E+14,COINMACH HOUSTON       HOUSTON       OH,7211,80
28226,12302020 11:01:50,7.11,1012021,3.04E+13,HARRIS BURG CORNER STO HOUSTON       PA,5541,80
33717,03152021 16:37:01,7.75,3172021,5.20E+14,WHIT.S FROZEN CUSTARD  MANSFIELD     CA,5441,80
20759,04092021 17:42:36,106.44,4102021,5186484,S&D OYSTER COMPANY     DALLAS        NM,5812,80
25770,04072021 12:03:50,102.23,4082021,336707879,VERIZON WRL MY ACCT VW FOLSOM        NJ,4814,80
31094,02242021 11:03:40,11.82,2252021,4.45E+12,TST* COCO S - COMMISAR HOUSTON       NJ,5812,81
37466,02142021 17:33:13,3.24,2152021,1.60E+14,Prime Video*WM3X19N33  888-802-3080  OH,5818,81
38829,03012021 11:49:59,14,3022021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,81
33717,03162021 12:40:38,74.89,3172021,3.72E+11,AMZN MKTP US*MV2XX4Y93 AMZN.COM/BILL CA,5942,81
25770,04072021 13:37:02,16.28,4082021,4.45E+12,WALGREENS #5569        PHOENIX       NJ,5912,81
31094,02252021 10:02:08,33.12,2272021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,82
37466,02192021 08:31:23,17.95,2232021,3.72E+11,AMZN MKTP US*KV8LC9QQ3 AMZN.COM/BILL OH,5942,82
38829,03022021 07:16:49,3.25,3032021,2.43E+14,SQ *DELICIAS MAYA      Houston       OH,5814,82
33717,03182021 08:29:27,170.95,3192021,3.72E+11,AMZN MKTP US*YY61C2PG3 AMZN.COM/BILL CA,5942,82
25770,04072021 15:28:04,79.02,4092021,4.85E+14,GEN KOREAN BBQ TEMPE   TEMPE         NJ,5812,82
31094,02252021 11:39:51,25.53,2272021,CX742344,VALERO # 023-X742344   HOUSTON        NJ,6011,83
37466,02192021 20:07:51,44.9,2222021,2737425389,PIOLA RESTAURANT       HOUSTON       OH,5812,83
38829,03022021 13:17:29,14,3042021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,83
33717,03182021 09:22:34,11,3192021,2.43E+14,SQ *NICKEL & BEAN COFF Mansfield     CA,5814,83
25770,04072021 15:52:18,24.84,4082021,1.79E+11,H&M0443                TEMPE         NJ,5651,83
31094,02262021 06:21:48,9.5,2272021,8.00E+14,WHATABURGER 1141       HOUSTON       NJ,5814,84
37466,02202021 15:27:47,69.1,2222021,6.94E+14,TRADER JOE'S #426 QPS  HOUSTON       OH,5411,84
38829,03032021 07:27:35,9.12,3042021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,84
33717,03182021 16:35:19,91.32,3202021,4.45E+12,TST* THE ROYCE - COLUM COLUMBUS      CA,5812,84
25770,04072021 16:09:50,22.46,4082021,439666,BATH AND BODY WORKS 504TEMPE        NJUS,5999,84
31094,02262021 13:47:03,9.25,2272021,5.39E+13,SQ *MERCANTILE MONTROS Houston       NJ,5499,85
37466,02202021 16:04:30,67.79,2222021,4.45E+12,WHOLEFDS MTH#10645     HOUSTON       OH,5411,85
38829,03032021 11:57:36,14,3052021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,85
33717,03182021 16:54:20,17.62,3192021,8.44E+11,COPPA GELATO           WESTERVILLE   CA,5814,85
25770,04072021 16:11:31,5.97,4092021,4.40E+14,BATH AND BODY WORKS 50 TEMPE         NJ,5999,85
31094,02272021 07:04:33,28.24,3012021,10895509,LILAS MEXICAN RESTAURA PEARLAND      NJ,5812,86
37466,02222021 11:52:17,23.95,2242021,8.20E+14,MISS SAIGON CAFE       HOUSTON       OH,5812,86
38829,03042021 07:07:26,5.41,3052021,4.45E+12,TST* THE PIT ROOM      HOUSTON       OH,5812,86
33717,03192021 17:56:39,79.4,3202021,4.45E+12,TST* NOMAD - POLARIS   COLUMBUS      CA,5812,86
25770,04072021 16:43:12,32.75,4092021,5.46E+14,PORTILLOS HOT DOGS #35 TEMPE         NJ,5814,86
31094,02272021 16:56:27,12.9,3012021,4.45E+12,TST* JENI S SPLENDID I HOUSTON       NJ,5812,87
37466,02222021 12:01:38,8.04,2232021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,87
38829,03042021 09:53:37,79.95,3052021,1.04E+14,INTUIT *TURBOTAX       800-446-8848  OH,5734,87
33717,03202021 08:18:45,19,3222021,2.43E+14,SQ *PEACE LOVE JUICE   New Albany    CA,5814,87
25770,04082021 11:55:38,19.54,4092021,5.50E+14,MCDONALD'S F17661      PHOENIX       NJ,5814,87
31094,03012021 11:55:10,18.7,3032021,5.13E+14,RIM TANON              HOUSTON       NJ,5812,88
37466,02222021 18:52:57,2,2232021,9.70E+14,USA*VEND AT AIR SERV   HOUSTON       OH,5814,88
38829,03042021 11:25:40,11.5,3062021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,88
33717,03202021 14:38:08,116.1,3222021,5.56E+14,UPAINT COLUMBUS LLC    COLUMBUS      CA,7999,88
25770,04082021 14:01:00,6.77,4102021,5.20E+14,ONE STOP NUTRITION     PHOENIX       NJ,5812,88
31094,03032021 06:10:12,16.96,3042021,4.45E+12,TST* COMMON BOND MONTR HOUSTON       NJ,5812,89
37466,02222021 21:48:33,24.51,2242021,8.50E+11,EMPIRE CAFE            HOUSTON       OH,5812,89
38829,03052021 07:03:02,5.91,3062021,4.45E+12,TST* THE PIT ROOM      HOUSTON       OH,5812,89
33717,03202021 15:48:31,7.18,3212021,1.75E+11,LOWE'S #711            COLUMBUS     CAUS,5200,89
25770,04082021 15:46:22,72.56,4102021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,89
31094,03032021 12:20:50,12.85,3052021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,90
37466,02232021 06:44:06,4.77,2242021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,90
38829,03052021 11:45:54,12.5,3082021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,90
33717,03202021 16:57:17,88.09,3222021,4.45E+12,TST* NOMAD - POLARIS   COLUMBUS      CA,5812,90
25770,04082021 17:17:55,35.74,4102021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,90
31094,03042021 06:33:05,9.5,3052021,8.00E+14,WHATABURGER 1141       HOUSTON       NJ,5814,91
37466,02232021 11:14:05,18.08,2252021,8.50E+11,EMPIRE CAFE            HOUSTON       OH,5812,91
38829,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL 57543437404  HOUSTON       OH,5542,91
33717,03212021 07:36:26,26.46,3222021,8.79E+12,JIMMY JOHNS - 120      COLUMBUS      CA,5814,91
25770,04082021 19:37:18,70.4,4102021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,91
31094,03052021 14:22:55,7.5,3062021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,92
37466,02242021 11:04:36,12.62,2252021,4.45E+12,TST* COCO S - COMMISAR HOUSTON       OH,5812,92
38829,03062021 11:42:42,20,3082021,2.43E+14,SQ *DIMASSI S KIRBY    Houston       OH,5812,92
33717,03212021 10:36:44,27.46,3222021,2.43E+14,SQ *NICKEL & BEAN COFF Mansfield     CA,5814,92
25770,04082021 22:43:34,29.24,4102021,3.73E+11,MELLOW MUSHROOM        MESA          NJ,5812,92
31094,03072021 10:33:05,8,3082021,8.00E+14,CIRCLE CAR WASH        PEARLAND      NJ,7542,93
37466,02242021 11:21:45,6.89,2252021,4.45E+12,TST* COCO S - COMMISAR HOUSTON       OH,5812,93
38829,03062021 18:55:21,92,3082021,5.27E+14,NikePOS_US             Cypress       OH,5655,93
33717,03212021 12:52:18,416.53,3222021,1.75E+11,LOWE'S #264            MANSFIELD    CAUS,5200,93
25770,04092021 09:57:57,24.85,4102021,4.91E+14,DUNKIN #348247         PHOENIX       NJ,5814,93
31094,03072021 10:48:16,11.86,3082021,2.87E+14,SONIC DRIVE IN #4215   PEARLAND      NJ,5814,94
37466,02242021 19:00:11,28.58,2262021,5.35E+14,SPICY GIRL             HOUSTON       OH,5812,94
38829,03072021 11:44:17,30,3092021,5.50E+14,LITTLE TOKYO           PASADENA      OH,5812,94
33717,03212021 13:45:01,36.66,3222021,1.47E+14,PANERA BREAD #204787 P MANSFIELD     CA,5814,94
31094,03072021 11:07:54,31.11,3082021,9.93E+13,H-E-B GAS/CARWASH #6   PEARLAND      NJ,5542,95
37466,02262021 07:58:17,19.57,2272021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,95
38829,03072021 13:15:38,6,3082021,6.22E+14,CARISMA WASH           HOUSTON       OH,7542,95
33717,03232021 06:04:33,10.73,3242021,1.75E+11,LOWE'S #1175           COLUMBUS     CAUS,5200,95
31094,03082021 09:05:21,4.52,3092021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,96
37466,02262021 13:05:58,21.16,3012021,22113962432,PONDICHERI HOUSTON     HOUSTON       OH,5812,96
38829,03082021 11:51:59,14,3092021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,96
33717,03232021 07:58:36,8.15,3242021,4.45E+12,SMOOTHIE KING - 0868 - COLUMBUS      CA,5814,96
31094,03082021 11:02:46,13.98,3102021,4.45E+12,TST* LUA VIET KITCHEN  HOUSTON       NJ,5812,97
37466,02262021 22:20:32,4.32,2272021,1.60E+14,Prime Video*D88D128G3  888-802-3080  OH,5818,97
38829,03082021 22:27:03,55.29,3102021,2.28E+14,COMCAST OF HOUSTON     713-341-1000  OH,4899,97
33717,03242021 13:32:38,3785,3262021,2.60E+14,CINFIN-PERSONAL-INSUR  888-242-0888  CA,6300,97
31094,03082021 17:29:35,32.37,3102021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,98
37466,02272021 08:30:45,6.48,3012021,1.60E+14,Prime Video*FL5BO01V3  888-802-3080  OH,5818,98
38829,03092021 12:09:31,14,3112021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,98
33717,03252021 14:25:50,35.36,3262021,1.47E+14,PANERA BREAD #204787 P MANSFIELD     CA,5814,98
31094,03082021 17:30:11,15.02,3102021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,99
37466,02282021 17:31:15,87.6,3012021,4.45E+12,WHOLEFDS MTH#10645     HOUSTON       OH,5411,99
38829,03102021 11:37:09,14,3122021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,99
33717,03262021 04:07:02,14.72,3272021,1.47E+14,PANERA BREAD #204806 P MARYSVILLE    CA,5814,99
31094,03102021 09:51:16,16.05,3122021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,100
37466,02282021 18:21:11,4.32,3012021,1.60E+14,Prime Video*2H8LI1J72  888-802-3080  OH,5818,100
38829,03112021 08:44:56,3.98,3122021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,100
33717,03262021 04:24:20,4.59,3272021,1.47E+14,PANERA BREAD #204806 P MARYSVILLE    CA,5814,100
31094,03112021 12:48:35,25.65,3132021,5.13E+14,RIM TANON              HOUSTON       NJ,5812,101
37466,03012021 05:56:12,4.77,3022021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,101
38829,03112021 11:47:50,14,3132021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,101
33717,03262021 13:30:58,28.58,3272021,2.43E+14,SQ *NICKEL & BEAN COFF Mansfield     CA,5814,101
31094,03112021 14:37:28,11.82,3122021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,102
37466,03012021 11:55:37,18.69,3032021,5.13E+14,RIM TANON              HOUSTON       OH,5812,102
38829,03112021 17:31:16,6.93,3122021,9.44E+14,PANDA EXPRESS 1527     HOUSTON       OH,5814,102
33717,03262021 18:27:07,53.9,3272021,4.45E+12,TST* NOMAD - POLARIS   COLUMBUS      CA,5812,102
31094,03152021 06:58:26,7.5,3162021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,103
37466,03022021 06:51:26,4.77,3032021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,103
38829,03122021 07:33:49,5.91,3132021,4.45E+12,TST* THE PIT ROOM      HOUSTON       OH,5812,103
33717,03272021 05:30:12,24.18,3282021,UDFI067405,UNITED DAIRY FAR       COLUMBUS     CAUS,5541,103
31094,03152021 11:51:36,12.13,3162021,4.45E+12,TARKA INDIAN KITCHEN - HOUSTON       NJ,5812,104
37466,03022021 17:29:46,23.43,3052021,8.50E+11,EMPIRE CAFE            HOUSTON       OH,5812,104
38829,03122021 11:17:51,11.5,3152021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,104
33717,03292021 06:51:32,19.36,3302021,9.58E+11,MIA AUBONPAIN TRM D43  MIAMI         CA,5812,104
31094,03162021 09:03:08,4.79,3172021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,105
37466,03032021 12:20:52,23.32,3052021,8.50E+11,EMPIRE CAFE            HOUSTON       OH,5812,105
38829,03132021 11:03:45,16.21,3152021,9.84E+11,ALFREDS BURGER HOUSE   HOUSTON       OH,5814,105
33717,03292021 07:01:44,12.76,3302021,9.58E+11,MIA AUBONPAIN TRM D43  MIAMI         CA,5812,105
31094,03162021 12:35:19,4.79,3172021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,106
37466,03032021 14:37:47,10.2,3042021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,106
38829,03132021 15:25:24,4.85,3152021,2355702,TIGER EXPRESS          HOUSTON       OH,5499,106
33717,04042021 18:29:53,21.73,4052021,437600,FAST PHILS 129         HUNTERSVILLE CAUS,5541,106
31094,03182021 07:26:36,4.79,3192021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,107
37466,03032021 17:51:56,27.28,3082021,5.35E+14,SPICY GIRL             HOUSTON       OH,5812,107
38829,03142021 08:46:37,16.23,3162021,5.27E+14,STEAMGAMES.COM 4259522 Bellevue      OH,5816,107
33717,04062021 07:23:26,14.2,4072021,2.43E+14,SQ *MOJO 516 CAFE SQUA Easton        CA,5814,107
31094,03182021 10:40:50,16.05,3202021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,108
37466,03042021 12:54:34,15.1,3052021,4.45E+12,TST* THE PIT ROOM      HOUSTON       OH,5812,108
38829,03152021 10:45:09,14,3162021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,108
33717,04062021 09:53:23,8.41,4072021,8.79E+12,JIMMY JOHNS - 426      EASTON        CA,5814,108
31094,03192021 05:45:45,11.63,3222021,4.45E+12,KATZS WESTHEIMER       HOUSTON       NJ,5812,109
37466,03042021 18:33:44,54.46,3062021,4.45E+12,TST* GEORGIA JAMES     HOUSTON       OH,5812,109
38829,03162021 10:38:09,12,3182021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,109
33717,04062021 13:49:33,16.79,4072021,3.74E+11,SUGAR&SPICETHAIFOOD&MO LOWER MERION  CA,5812,109
31094,03192021 10:59:55,8.04,3202021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,110
37466,03052021 08:47:15,7.04,3072021,47405048,WHOLEFDS  515 ELGIN ST HOUSTON        OH,5411,110
38829,03162021 17:59:41,1.49,3182021,4301167,COINMACH HOUSTON       HOUSTON       OH,7211,110
33717,04062021 17:00:14,6.82,4082021,8.44E+11,MEZZOGIORNO            PHILADELPHIA  CA,5812,110
31094,03222021 07:07:13,9.12,3232021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,111
37466,03052021 15:47:53,5.39,3062021,4.45E+12,CVS/PHARMACY #00784    HOUSTON       OH,5912,111
38829,03162021 18:00:17,1.49,3182021,4301167,COINMACH HOUSTON       HOUSTON       OH,7211,111
33717,04082021 14:26:55,27.99,4092021,1.47E+14,PANERA BREAD #204787 P MANSFIELD     CA,5814,111
31094,03232021 10:31:51,24.61,3252021,5.13E+14,RIM TANON              HOUSTON       NJ,5812,112
37466,03062021 19:05:03,65.17,3082021,5.31E+14,GOOD TIMES CAFE        HOUSTON       OH,5814,112
38829,03182021 10:33:56,14,3202021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,112
33717,04082021 15:00:09,8.25,4102021,5.20E+14,WHIT.S FROZEN CUSTARD  MANSFIELD     CA,5441,112
31094,03232021 12:51:34,4.79,3242021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,113
37466,03062021 20:00:09,36.83,3072021,47405048002,WHOLEFDS MTH#106 515 ELHOUSTON      OHUS,5411,113
38829,03192021 10:34:34,13.5,3222021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,113
33717,04092021 07:25:34,20.63,4102021,2.22E+11,FRESH THYME #309       WESTERVILLE  CAUS,5411,113
